circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,AMANGAL-1,DOMESTIC,1,2214,2089.0,194751.0,38732.08
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,AMANGAL-2,DOMESTIC,1,1884,1867.0,192624.0,31761.75
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,AMANGAL-3,DOMESTIC,1,20,1.0,84.0,8.58
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,BARYONIBAI TANDA,DOMESTIC,1,13,13.0,666.0,3.12
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,CHANDRAINPALLY TANDA,DOMESTIC,1,204,199.0,14057.0,48.92
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,CHENNAMPALLY,DOMESTIC,1,158,,0.0,41.54
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,CHINTALAPALLY,DOMESTIC,1,119,108.0,12535.0,33.72
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,ERRABEEKYA TANDA,DOMESTIC,1,34,,0.0,8.16
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,GOURARAM,DOMESTIC,1,69,,0.0,18.68
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,GUDI THANDA,DOMESTIC,1,14,14.0,0.0,3.36
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,JANGAREDDYPALLY,DOMESTIC,1,320,280.0,32312.0,81.96
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,KONAPUR,DOMESTIC,1,283,245.0,20471.0,66.18
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,KAMMAPALEM,DOMESTIC,1,15,,0.0,3.0
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,KULKULPALLY,DOMESTIC,1,748,530.0,49388.0,181.84
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,NAGILLA,DOMESTIC,1,718,,0.0,173.52
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,NALLACHERUVU,DOMESTIC,1,223,,0.0,61.16
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,NALLOR PALLY,DOMESTIC,1,158,149.0,9594.0,38.68
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,NARSAIPALLY,DOMESTIC,1,195,157.0,14238.0,53.96
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,NARSAM PALLY,DOMESTIC,1,99,92.0,5246.0,22.8
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,PADAMATI THANDA,DOMESTIC,1,29,,0.0,6.96
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,PAKEERA THANDA,DOMESTIC,1,140,139.0,8234.0,33.6
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,PALLETHANDA,DOMESTIC,1,22,22.0,0.0,4.88
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,PALUGU TANDA,DOMESTIC,1,41,41.0,502.0,9.84
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,PEDDA MADGUL,DOMESTIC,1,168,,0.0,53.9
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,RAJIV NAGAR THANDA,DOMESTIC,1,12,,0.0,2.88
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,RAMDUGYAL,DOMESTIC,1,57,,0.0,13.28
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,FAROQNAGAR,KANDIVANAM,DOMESTIC,1,294,230.0,10794.0,83.54
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,FAROQNAGAR,LN COLONY,DOMESTIC,1,2768,2726.0,293348.0,2817.5
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,FAROQNAGAR,LOYA FUNCTION HALL,DOMESTIC,1,2991,2869.0,305369.0,2787.65
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,FAROQNAGAR,MOGALIGIDDA,DOMESTIC,1,1252,924.0,59246.0,390.45
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,FAROQNAGAR,NAGULAPALLY,DOMESTIC,1,332,289.0,20491.0,109.61
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,FAROQNAGAR,NEWCITY COLONY,DOMESTIC,1,1642,1621.0,180438.0,2147.78
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,FAROQNAGAR,PARADISE COLONY,DOMESTIC,1,2,2.0,175.0,2.0
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,FAROQNAGAR,RANGASAMUDRAM,DOMESTIC,1,120,102.0,4827.0,32.18
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,FAROQNAGAR,RASAMALLAGUDAM,DOMESTIC,1,170,149.0,8714.0,46.24
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,FAROQNAGAR,RTC COLONY,DOMESTIC,1,2808,2782.0,286354.0,3572.33
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,FAROQNAGAR,SHADNAGAR,DOMESTIC,1,2659,2387.0,295124.0,2568.96
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,KOTHAKUNTA THANDA,DOMESTIC,1,31,,0.0,7.44
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,MANGALPALLY,DOMESTIC,1,437,381.0,39588.0,125.52
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,MEDIGADDA TANDA,DOMESTIC,1,331,306.0,8382.0,87.26
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,MURTHUJAPALLY,DOMESTIC,1,241,199.0,17466.0,61.48
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,NUCHUKUNTA TANDA,DOMESTIC,1,143,143.0,4827.0,34.32
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,PAPARLABODU TANDA,DOMESTIC,1,12,,0.0,1.44
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,POLEPALLY,DOMESTIC,1,278,,0.0,81.18
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,PULIGONIPALLY TANDA,DOMESTIC,1,24,,0.0,5.76
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,RAMUNANTHALA,DOMESTIC,1,215,194.0,13091.0,52.68
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,SAKIBANDA THANDA,DOMESTIC,1,107,105.0,5567.0,25.68
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,SANKATONIPALLY,DOMESTIC,1,104,96.0,10184.0,24.64
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,SEETHARAMNAGAR TANDA,DOMESTIC,1,16,,0.0,3.84
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,SETTY PALLY,DOMESTIC,1,319,,0.0,82.87
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,SUDDAPALLY,DOMESTIC,1,271,226.0,17813.0,65.56
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,THANDA,DOMESTIC,1,38,38.0,2093.0,9.12
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,THURKALAKUNTA,DOMESTIC,1,19,9.0,0.0,4.56
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,ANTARAM,DOMESTIC,1,252,220.0,22473.0,68.8
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,BADNAPOOR,DOMESTIC,1,36,35.0,2265.0,1008.82
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,BALSULAPALLY,DOMESTIC,1,161,139.0,13688.0,38.18
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,CHANDRADANA,DOMESTIC,1,518,,0.0,133.8
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,CHANNAMPALLY,DOMESTIC,1,41,33.0,2227.0,8.96
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,CHANNARAM,DOMESTIC,1,109,86.0,10154.0,30.16
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,CHEEPMUNTHALA,DOMESTIC,1,218,186.0,17761.0,2055.6
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,CHOWDERPALLY,DOMESTIC,1,230,,0.0,61.34
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,CHUKKAPOOR,DOMESTIC,1,533,402.0,39438.0,2156.18
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,GADDA THANDA   (ARLAKUNTA)THAN,DOMESTIC,1,92,92.0,8532.0,22.08
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,FAROQNAGAR,THIRUMALA COLONY,DOMESTIC,1,2732,2670.0,287339.0,3061.71
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,KONDURG,AGIRIYAL,DOMESTIC,1,323,,0.0,93.88
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,KONDURG,AYODHYAPOOR THANDA,DOMESTIC,1,72,,0.0,18.04
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,KONDURG,BAIRAMPALLY,DOMESTIC,1,165,152.0,11228.0,48.32
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,KONDURG,CHAGIREDDYGHANPUR,DOMESTIC,1,257,218.0,21764.0,152.6
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,KONDURG,CHAKKALONI GUDA,DOMESTIC,1,59,52.0,4386.0,17.78
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,KONDURG,CHALIVENDRAMPALLY,DOMESTIC,1,60,37.0,1763.0,14.18
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,KONDURG,CHENNAREDDYGUDA,DOMESTIC,1,47,42.0,3623.0,17.3
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,KONDURG,CHERUKUPALLY,DOMESTIC,1,67,42.0,2441.0,25.2
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,KONDURG,CHINNAELKICHERLA,DOMESTIC,1,118,,0.0,38.52
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,KONDURG,CHOWDARGUDA-KD,DOMESTIC,1,626,583.0,47873.0,293.39
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,SHANKARAKONDA TANDA,DOMESTIC,1,78,67.0,1198.0,18.72
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,SINGAMPALLY,DOMESTIC,1,168,,0.0,39.52
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,THALLAKUNTA THANDA,DOMESTIC,1,14,,0.0,3.36
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,VEMULAKUNTA TANDA,DOMESTIC,1,12,1.0,0.0,2.88
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,VITTAIPALLY,DOMESTIC,1,379,347.0,45994.0,111.46
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,ANMAS PALLI,DOMESTIC,1,58,57.0,4320.0,16.34
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,BALAJINAGAR THANDAA,DOMESTIC,1,29,29.0,1358.0,6.96
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,BALSULAPALLY,DOMESTIC,1,2,,0.0,0.42
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,CHALLAMPALLY,DOMESTIC,1,338,307.0,33862.0,5101.54
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,CHARIKONDA,DOMESTIC,1,592,472.0,39114.0,143.06
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,CHENNARAM THANDA,DOMESTIC,1,15,,0.0,3.6
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,EKVAIPALLY,DOMESTIC,1,406,351.0,26491.0,102.28
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,GANGAMALA TANDA,DOMESTIC,1,28,27.0,0.0,6.72
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,GOVINDAI PALLY,DOMESTIC,1,187,173.0,9154.0,44.9
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,GURLAKUNTA THANDA,DOMESTIC,1,17,,0.0,4.44
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KESHAMPET,ALWAL,DOMESTIC,1,432,365.0,49141.0,135.5
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KESHAMPET,BALJARALLA THANDA,DOMESTIC,1,7,2.0,0.0,1.68
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KESHAMPET,BHAIRKHANPALLY,DOMESTIC,1,180,,0.0,55.81
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KESHAMPET,BODHANAMPALLY,DOMESTIC,1,212,174.0,22992.0,55.42
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KESHAMPET,CHINTAKUNTAPALLY,DOMESTIC,1,134,125.0,16591.0,39.24
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KESHAMPET,CHITHANOP THANDA,DOMESTIC,1,11,,0.0,2.34
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KESHAMPET,CHOWDARGUDA-KP,DOMESTIC,1,47,44.0,6414.0,13.36
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KESHAMPET,CHOWLAPALLY-KP,DOMESTIC,1,338,2.0,60.0,104.44
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KESHAMPET,DATTAIPALLY,DOMESTIC,1,124,,0.0,33.54
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KESHAMPET,DUMMY AREA,DOMESTIC,1,46,1.0,0.0,11.04
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KESHAMPET,EKLASKHANPET,DOMESTIC,1,369,1.0,25.0,96.08
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KESHAMPET,IPPALAPALLY-KP,DOMESTIC,1,500,1.0,35.0,154.12
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KESHAMPET,KAKANOOR,DOMESTIC,1,425,1.0,8.0,188.47
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KESHAMPET,KANKARALA THANDA,DOMESTIC,1,45,,0.0,10.8
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KESHAMPET,KESHAMPET,DOMESTIC,1,1170,1019.0,96600.0,640.62
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,KADTHAL,DOMESTIC,1,131,34.0,4397.0,73.33
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,KADTHAL-1,DOMESTIC,1,1131,1116.0,98294.0,726.68
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,KADTHAL-2,DOMESTIC,1,934,926.0,80911.0,728.21
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,KANGUBAI TANDA,DOMESTIC,1,25,25.0,624.0,6.0
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,KARKALPAHAD,DOMESTIC,1,216,171.0,23639.0,74.9
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,KONDRIGANIBOD TANDA,DOMESTIC,1,58,,0.0,13.46
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,KONGUBAI TANDA,DOMESTIC,1,1,,0.0,0.24
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,MAISIGANDI,DOMESTIC,1,218,186.0,12853.0,70.64
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,MAKTHA MADHARAM,DOMESTIC,1,300,256.0,21533.0,90.79
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,MARRIPALLY,DOMESTIC,1,101,93.0,6460.0,26.36
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,MUDVIN,DOMESTIC,1,815,681.0,55243.0,216.84
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,NAIMANTHAPOOR,DOMESTIC,1,246,221.0,19025.0,60.32
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,NARLAKUNTA THANDA,DOMESTIC,1,73,73.0,3070.0,17.52
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,NERALLAKOLU TANDA,DOMESTIC,1,7,7.0,0.0,1.68
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KESHAMPET,KONAIPALLY THANDA,DOMESTIC,1,110,101.0,10763.0,34.28
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KESHAMPET,KONDAREDDYPALLY,DOMESTIC,1,448,417.0,54521.0,170.69
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KESHAMPET,KOTHAPET,DOMESTIC,1,790,644.0,54566.0,290.86
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KESHAMPET,LEMAMIDI,DOMESTIC,1,333,263.0,36620.0,92.14
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KESHAMPET,LINGUMDANA,DOMESTIC,1,163,136.0,7928.0,39.44
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KESHAMPET,MANGALIGUDA,DOMESTIC,1,94,,0.0,21.32
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KESHAMPET,MEENAMANIPALLY,DOMESTIC,1,10,,0.0,2.04
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KESHAMPET,NIRDAVALLY,DOMESTIC,1,498,,0.0,131.21
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KESHAMPET,PAPIREDDYGUDA,DOMESTIC,1,611,541.0,74320.0,248.38
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KESHAMPET,POMALPALLY,DOMESTIC,1,185,,0.0,60.18
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KESHAMPET,SANGAM,DOMESTIC,1,608,508.0,53207.0,196.91
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KESHAMPET,SANTHAPUR,DOMESTIC,1,384,322.0,36453.0,102.28
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,NEREDUDHONA THANDA,DOMESTIC,1,18,,0.0,4.32
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,PALLE CHELKA THANDA,DOMESTIC,1,55,53.0,395.0,13.2
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,PEDDA YEMOLONIBAI TA,DOMESTIC,1,50,47.0,2260.0,12.0
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,PEDDI REDDY CHERUVU THANDA,DOMESTIC,1,57,57.0,3459.0,15.16
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,PILLI GUNDLA TANDA,DOMESTIC,1,27,27.0,394.0,6.48
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,POCHAMMA GODA TANDA,DOMESTIC,1,4,4.0,128.0,1.72
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,RAVICHEDU,DOMESTIC,1,640,584.0,72218.0,174.88
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,SALARPOOR,DOMESTIC,1,279,273.0,13123.0,67.36
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,TAKRAJGUDA,DOMESTIC,1,29,23.0,221.0,6.98
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,VAMPUGUDA,DOMESTIC,1,82,70.0,8966.0,18.84
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,VASUDEVAPOOR,DOMESTIC,1,43,41.0,1514.0,10.28
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,YEMULONIBAI,DOMESTIC,1,1,,0.0,0.24
RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,,DOMESTIC,1,2,2.0,520.0,1.2
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,ANDGAL,DOMESTIC,1,365,296.0,17456.0,86.26
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KESHAMPET,THOMMEDIREKULA,DOMESTIC,1,355,304.0,18004.0,102.69
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KESHAMPET,VEMULANARVA,DOMESTIC,1,512,455.0,34665.0,164.57
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KOTHUR,AKKIVANIGUDA,DOMESTIC,1,30,,0.0,7.12
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KOTHUR,FATHIMAPUR,DOMESTIC,1,97,86.0,22307.0,43.81
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KOTHUR,GUDOOR,DOMESTIC,1,472,391.0,27952.0,165.14
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KOTHUR,INMULNARVA,DOMESTIC,1,1446,1159.0,114969.0,728.44
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KOTHUR,KODICHERLA,DOMESTIC,1,449,2.0,33.0,152.55
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KOTHUR,KOTHUR,DOMESTIC,1,2,2.0,1281.0,8.0
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KOTHUR,KOTHUR BYPASS,DOMESTIC,1,2559,2481.0,233666.0,2440.07
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KOTHUR,KOTHUR-KT,DOMESTIC,1,1803,1684.0,163627.0,1451.4
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KOTHUR,KUMMARIGUDA,DOMESTIC,1,212,,0.0,166.43
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KOTHUR,MAKTAGADDA,DOMESTIC,1,112,1.0,0.0,44.62
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KOTHUR,MALLAPUR,DOMESTIC,1,339,,0.0,94.02
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KOTHUR,PENJERLA,DOMESTIC,1,683,3.0,0.0,338.84
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KOTHUR,REDDYPALEM,DOMESTIC,1,87,79.0,19847.0,34.63
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KOTHUR,SANGIGUDA,DOMESTIC,1,1,1.0,0.0,0.24
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KOTHUR,SERIGUDABADRAIPALLY,DOMESTIC,1,354,301.0,35829.0,105.39
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KOTHUR,SIDDAPUR,DOMESTIC,1,601,524.0,49661.0,205.56
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KOTHUR,TEEGAPUR,DOMESTIC,1,365,320.0,56815.0,128.86
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KOTHUR,THIMMAPUR-KT,DOMESTIC,1,1098,1047.0,105320.0,976.76
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,NANDIGAMA,ANTHIREDDYGUDA,DOMESTIC,1,81,64.0,4654.0,27.64
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,NANDIGAMA,APPAREDDYGUDA,DOMESTIC,1,313,281.0,20643.0,114.81
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,NANDIGAMA,BANDONIGUDA,DOMESTIC,1,157,149.0,20527.0,40.92
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,NANDIGAMA,BUGGONIGUDA,DOMESTIC,1,140,116.0,14476.0,56.56
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,NANDIGAMA,CHAKALIDANI GUTTA THANDA,DOMESTIC,1,135,127.0,14412.0,53.6
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,NANDIGAMA,CHEGUR,DOMESTIC,1,652,555.0,52071.0,247.8
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,NANDIGAMA,CHENDRAYAMMAGUDA,DOMESTIC,1,166,161.0,28640.0,71.35
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,NANDIGAMA,DHARM SINGH THANDA,DOMESTIC,1,8,7.0,1286.0,3.0
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,NANDIGAMA,EDULAPALLY,DOMESTIC,1,188,145.0,8469.0,64.7
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,NANDIGAMA,ERRAKUNTA,DOMESTIC,1,4,2.0,240.0,0.7
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,NANDIGAMA,JANGONIGUDA,DOMESTIC,1,88,87.0,12307.0,48.32
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,NANDIGAMA,MAMIDI PALLY,DOMESTIC,1,590,481.0,25023.0,167.38
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,NANDIGAMA,MEKAGUDA,DOMESTIC,1,601,532.0,56489.0,267.91
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,NANDIGAMA,MODALLA GUDA,DOMESTIC,1,86,66.0,10505.0,35.68
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,NANDIGAMA,MOTHUKULAGUDA,DOMESTIC,1,120,1.0,60.0,29.24
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,NANDIGAMA,NANDIGAMA-KT,DOMESTIC,1,2055,1810.0,192119.0,1502.78
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,NANDIGAMA,NARSAPPA GUDA,DOMESTIC,1,529,498.0,32442.0,160.74
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,NANDIGAMA,PITTALAGUDA,DOMESTIC,1,98,97.0,17938.0,29.86
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,NANDIGAMA,RAMAJA THANDA,DOMESTIC,1,2,2.0,0.0,0.8
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,NANDIGAMA,RANGAPUR,DOMESTIC,1,1063,995.0,101655.0,796.23
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,NANDIGAMA,SALAVENDERGUDA,DOMESTIC,1,108,95.0,9712.0,61.86
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,NANDIGAMA,SANGIGUDA,DOMESTIC,1,103,99.0,16756.0,30.32
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,NANDIGAMA,SREENIVASULU GUDA,DOMESTIC,1,107,102.0,12326.0,34.32
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,NANDIGAMA,TALLAGUDA,DOMESTIC,1,120,,0.0,35.57
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,NANDIGAMA,VEERLA PALLY,DOMESTIC,1,235,227.0,18909.0,103.77
RAJENDRA NAGAR,SHADNAGAR,KOTHUR,NANDIGAMA,VENKAIAMMA GUDA,DOMESTIC,1,218,2.0,114.0,77.68
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,FAROQNAGAR,AYYAPPA COLONY,DOMESTIC,1,3668,3637.0,329289.0,3835.54
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,FAROQNAGAR,CHRISTYAN COLONY,DOMESTIC,1,2909,2858.0,304758.0,2991.39
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,FAROQNAGAR,ELIKATTA,DOMESTIC,1,947,772.0,67361.0,351.86
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,FAROQNAGAR,"GOVT HOSPITAL,NEW CITY COLONY",DOMESTIC,1,2853,2711.0,293690.0,2019.14
