circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,NEW MALLAPUR VENTURES,DOMESTIC,1,529,478.0,96177.0,748.72
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,NOORI NAGAR,DOMESTIC,1,1593,1447.0,96930.0,1352.14
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,OLD ERRAKUNTA,DOMESTIC,1,445,427.0,45740.0,447.36
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,OSMAN NAGAR B,DOMESTIC,1,390,379.0,33793.0,351.98
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,OSMANIA HOTEL,DOMESTIC,1,580,570.0,63996.0,539.9
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,PAHADI SHAREEF,DOMESTIC,1,1032,823.0,87154.0,815.87
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,PAHADI SHAREEF - II,DOMESTIC,1,444,421.0,35592.0,398.66
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,PAHADISHAREEF DARGHA COLONY,DOMESTIC,1,1114,998.0,74396.0,927.09
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,UPPARPALLY,DOMESTIC,1,19,18.0,56606.0,389.0
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,UPPER PALLY,DOMESTIC,1,2570,2343.0,440356.0,4305.88
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,UPPER PALLY TOWER,DOMESTIC,1,1863,1756.0,391691.0,3733.53
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,UPPER PALLY VILLAGE,DOMESTIC,1,2321,2256.0,646150.0,7294.6
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,ADARSHA NAGAR,DOMESTIC,1,463,453.0,54727.0,605.28
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,ADARSHNAGAR,DOMESTIC,1,8,8.0,17483.0,125.0
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,AKBAR HILLS,DOMESTIC,1,1420,1411.0,291218.0,2987.76
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,ARAMGHAR,DOMESTIC,1,1,1.0,0.0,5.0
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,BABA NAGAR,DOMESTIC,1,770,728.0,51963.0,371.22
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,BABUL REDDY NAGAR,DOMESTIC,1,1181,1120.0,130373.0,1037.71
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,BHAVANI COLONY,DOMESTIC,1,1737,1727.0,248828.0,2347.74
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,CHINTALMET,DOMESTIC,1,2242,1613.0,185345.0,1070.3
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,QUBA COLONY,DOMESTIC,1,990,868.0,67225.0,944.58
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,QUBA COLONY-II,DOMESTIC,1,218,213.0,21296.0,206.1
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,QUBA MASJID,DOMESTIC,1,608,602.0,44461.0,585.46
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,RAGHU HOMES COLONY,DOMESTIC,1,331,329.0,62755.0,715.52
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,RAJIV GANDHI NAGAR,DOMESTIC,1,687,611.0,46306.0,629.18
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,RANGANAYAKULA COLONY,DOMESTIC,1,825,780.0,47058.0,634.44
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,RELIANCE COLONY,DOMESTIC,1,582,565.0,63354.0,624.08
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,ROSHAN DOWLA,DOMESTIC,1,518,402.0,26389.0,324.02
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,ROYAL COLONY,DOMESTIC,1,393,279.0,42196.0,396.0
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,ROYAL COLONY PHASE V,DOMESTIC,1,424,413.0,65993.0,434.32
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,ROYAL COLONY PHASE-III,DOMESTIC,1,293,288.0,52348.0,290.66
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,ROYAL COLONY PHASE-IV,DOMESTIC,1,268,258.0,42279.0,260.82
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,ROYAL COLONY VENTURES,DOMESTIC,1,760,735.0,121363.0,807.1
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,S P MAKTHA,DOMESTIC,1,312,286.0,33995.0,379.66
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,SADATH NAGAR,DOMESTIC,1,813,733.0,67549.0,814.0
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,SAI HOMES (BALAPUR),DOMESTIC,1,374,373.0,71405.0,471.59
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,HASAN NAGAR,DOMESTIC,1,1167,1013.0,62657.0,538.38
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,K SHIVRAM PALLY,DOMESTIC,1,2307,2189.0,320134.0,3222.0
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,K.SHIVARAMPALLY,DOMESTIC,1,5,5.0,11050.0,76.0
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,MAHMOOD NAGAR,DOMESTIC,1,1568,1527.0,97263.0,720.86
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,NPA & SC COLONY,DOMESTIC,1,1263,1252.0,202031.0,1677.3
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,PREMAVATHIPET,DOMESTIC,1,1423,1355.0,173614.0,1575.7
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,PROVIDENT,DOMESTIC,1,638,638.0,36790.0,2486.0
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,RAGHAVENDRA COLONY,DOMESTIC,1,1127,1117.0,243265.0,2060.63
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,SAI BABA NAGAR,DOMESTIC,1,1537,1533.0,173179.0,1402.94
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,SRIDEVI COLONY,DOMESTIC,1,644,603.0,100477.0,1432.76
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,SULEMAN NAGAR-C.,DOMESTIC,1,2285,2135.0,294836.0,1524.32
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,WADIE SULEMAN NAGAR,DOMESTIC,1,1621,1151.0,181667.0,1299.02
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,WEEKER SECTION COLONY,DOMESTIC,1,1578,1551.0,190469.0,1663.52
RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,AIRPORT COLONY,DOMESTIC,1,679,651.0,68674.0,791.48
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,SAI NAGAR (CPT),DOMESTIC,1,741,708.0,125693.0,941.29
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,SAI NAGAR COLONY - I,DOMESTIC,1,799,797.0,125121.0,1111.29
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,SHAHEEN NAGAR,DOMESTIC,1,1627,1183.0,90017.0,1412.96
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,SHAHEEN NAGAR - II,DOMESTIC,1,581,527.0,60164.0,549.52
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,SHAREEF NAGAR,DOMESTIC,1,596,546.0,57028.0,644.56
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,SRI RAM COLONY II,DOMESTIC,1,1532,1424.0,149343.0,1489.83
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,SRI RAM COLONY III,DOMESTIC,1,995,959.0,85982.0,885.42
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,SRIRAM COLONY,DOMESTIC,1,2087,1954.0,213176.0,2173.42
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,TOOR COLONY,DOMESTIC,1,527,519.0,42252.0,516.3
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,VENKATAPUR,DOMESTIC,1,1061,927.0,64438.0,975.84
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,VENKATESHWARA COLONY,DOMESTIC,1,540,506.0,89470.0,637.52
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,VIJAYA DURGA NAGAR COLONY,DOMESTIC,1,401,389.0,57381.0,627.81
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,WADI E HUDA,DOMESTIC,1,591,584.0,56589.0,526.7
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,WADI MUSTAFA,DOMESTIC,1,1581,1341.0,95641.0,1481.96
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,GARVIPALLY,DOMESTIC,1,112,1.0,0.0,31.4
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,GATTUIPPALAPALLY,DOMESTIC,1,791,1.0,0.0,200.32
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,HARIYA NAYAK  THANDA,DOMESTIC,1,148,,0.0,35.52
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,ISRAIPALLY,DOMESTIC,1,21,17.0,433.0,4.66
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,JANGAREDDY PALLY,DOMESTIC,1,188,182.0,18513.0,44.78
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,JULAPALLY,DOMESTIC,1,248,,0.0,62.42
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,KARKUS TANDA,DOMESTIC,1,66,,0.0,15.84
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,KHANAPOOR,DOMESTIC,1,248,,0.0,56.08
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,KOMATIKUNTA TANDA,DOMESTIC,1,18,18.0,0.0,4.32
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,KORANTHAKUNTA THANDA,DOMESTIC,1,49,49.0,4120.0,11.76
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,LAXMI THANDA,DOMESTIC,1,1,,0.0,0.24
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,LINGARAO PALLY,DOMESTIC,1,278,251.0,23340.0,72.06
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,MADAIPALLY,DOMESTIC,1,156,,0.0,38.1
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,MEDAK PALLY,DOMESTIC,1,175,155.0,15778.0,42.46
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,PADKAL,DOMESTIC,1,658,534.0,55491.0,1170.82
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,WADI-E-HADEES,DOMESTIC,1,474,470.0,36856.0,436.42
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,WADI-E-OMER,DOMESTIC,1,894,842.0,58402.0,774.33
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,GAGANPAHAD,APCO COLONY,DOMESTIC,1,3098,3023.0,335292.0,2729.36
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,GAGANPAHAD,BRUNDAVAN COLONY,DOMESTIC,1,1911,1800.0,166689.0,1313.3
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,GAGANPAHAD,BUDWEL (R.S),DOMESTIC,1,666,643.0,68736.0,628.08
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,GAGANPAHAD,DURGA NAGAR,DOMESTIC,1,1703,1688.0,215647.0,1405.04
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,GAGANPAHAD,G.KATEDAN,DOMESTIC,1,379,322.0,42115.0,332.32
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,GAGANPAHAD,G.KATTEDAN,DOMESTIC,1,1,,0.0,56.0
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,GAGANPAHAD,GAGANPAHAD,DOMESTIC,1,1415,1270.0,158417.0,1611.3
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,GAGANPAHAD,GANESH NAGAR,DOMESTIC,1,2989,2806.0,367765.0,2522.04
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,GAGANPAHAD,HOUSING BOARD COLONY,DOMESTIC,1,1039,994.0,115134.0,842.86
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,GAGANPAHAD,LAXMIGUDA,DOMESTIC,1,1191,1074.0,102753.0,825.86
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,GAGANPAHAD,MADHUBAN,DOMESTIC,1,1,1.0,6.0,1.0
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,PEDDUR,DOMESTIC,1,316,297.0,32744.0,78.76
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,RAMPOOR,DOMESTIC,1,397,289.0,28720.0,92.86
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,SANGAIPALLY,DOMESTIC,1,26,23.0,4084.0,6.98
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,SRI RAMAKRISHNA POOR,DOMESTIC,1,104,79.0,13392.0,34.64
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,TALAKONDAPALLY(HV),DOMESTIC,1,1,1.0,107.0,5.0
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,TALAKONDAPALLY(LT),DOMESTIC,1,976,865.0,55189.0,22321.06
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,TUMMALAKUNTA TANDA,DOMESTIC,1,39,39.0,0.0,9.36
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,VEERANNAPALLY,DOMESTIC,1,84,,0.0,20.82
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,VELJAL,DOMESTIC,1,656,,0.0,193.76
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,VENKATAPOOR,DOMESTIC,1,211,197.0,15333.0,59.64
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,VENKATAPOOR. (PADAKAL ),DOMESTIC,1,26,,0.0,6.24
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,VENKATRAO PET,DOMESTIC,1,295,,0.0,84.5
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,GAGANPAHAD,PADMASHALI PURAM,DOMESTIC,1,2748,2668.0,285268.0,2020.72
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,GAGANPAHAD,RAJIV GRUHA KALPA(L.GUDA),DOMESTIC,1,1502,1459.0,67563.0,1184.76
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,GAGANPAHAD,SATAM RAI,DOMESTIC,1,1583,1499.0,150588.0,2756.52
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,GAGANPAHAD,SREE RAM NAGAR,DOMESTIC,1,2781,2769.0,303370.0,1966.57
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,KATEDAN,KATEDAN,DOMESTIC,1,109,76.0,11014.0,110.5
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,KATEDAN,KINGS COLONY,DOMESTIC,1,2472,2435.0,344956.0,1918.18
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,KATEDAN,SAFY COLONY,DOMESTIC,1,4,3.0,53.0,166.0
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,KATEDAN,SAI BABA NAGAR,DOMESTIC,1,438,432.0,52672.0,328.76
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,KATEDAN,SAIFY COLONY,DOMESTIC,1,3235,3155.0,272511.0,1888.46
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,KATEDAN,SHASTRIPURAM,DOMESTIC,1,2852,2449.0,324177.0,2755.33
RAJENDRA NAGAR,KANDUKUR,AMANGAL,T K PALLY,YEDAVALLY,DOMESTIC,1,131,116.0,11968.0,32.64
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,KANDUKUR,AGARMIA GUDA,DOMESTIC,1,163,145.0,12147.0,87.64
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,KANDUKUR,AKULA MYLARAM,DOMESTIC,1,484,426.0,28420.0,186.42
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,KANDUKUR,ANNOJIGUDA,DOMESTIC,1,183,168.0,11434.0,69.48
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,KANDUKUR,BACHPALLY,DOMESTIC,1,316,288.0,22166.0,130.25
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,KANDUKUR,BEGAR KANCHA,DOMESTIC,1,142,125.0,10990.0,61.13
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,KANDUKUR,BEGUMPET,DOMESTIC,1,379,350.0,28625.0,117.69
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,KANDUKUR,BHAIRAGUDA,DOMESTIC,1,111,86.0,7679.0,50.43
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,KANDUKUR,CHIPPALA PALLY,DOMESTIC,1,353,299.0,18489.0,112.36
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,KANDUKUR,DABBEDAGUDA,DOMESTIC,1,516,471.0,37390.0,248.67
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,KANDUKUR,DASARLAPALLY,DOMESTIC,1,449,403.0,32586.0,212.46
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,ALI  NAGAR,DOMESTIC,1,1503,1483.0,206055.0,1127.61
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,E BANDLAGUDA,DOMESTIC,1,3328,2918.0,287666.0,1944.88
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,HASHAMABAD,DOMESTIC,1,1860,1761.0,154094.0,1098.93
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,JANGEERABAD,DOMESTIC,1,3126,2824.0,341646.0,2581.24
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,PRAGATHI COLONY,DOMESTIC,1,3434,3362.0,455459.0,3777.38
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,URRAM GADDA,DOMESTIC,1,2929,2720.0,322914.0,1984.78
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,ADHARSHA NAGAR,DOMESTIC,1,3048,2968.0,426762.0,5675.88
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,BAIRAGI GUDA,DOMESTIC,1,1319,1278.0,209008.0,2210.54
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,BHAVANI COLONEY,DOMESTIC,1,1845,1739.0,275435.0,2830.61
RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,HIMAYAT SAGAR,BUNDLAGUDA,DOMESTIC,1,23,23.0,22928.0,305.0
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,KANDUKUR,DAWOODGUDA,DOMESTIC,1,115,107.0,8512.0,39.54
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,KANDUKUR,DHANNARAM,DOMESTIC,1,298,252.0,19184.0,144.8
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,KANDUKUR,G V THANDA,DOMESTIC,1,57,53.0,3270.0,15.06
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,KANDUKUR,GAFFAR NAGAR,DOMESTIC,1,68,58.0,4645.0,23.64
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,KANDUKUR,GUDUR,DOMESTIC,1,541,484.0,38651.0,312.59
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,KANDUKUR,GUMMADIVALLY,DOMESTIC,1,521,475.0,40564.0,294.71
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,KANDUKUR,JABBARGUDA,DOMESTIC,1,113,103.0,8085.0,37.8
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,KANDUKUR,JAITHARAM,DOMESTIC,1,369,320.0,27649.0,190.81
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,KANDUKUR,K K BASTHI (K),DOMESTIC,1,44,40.0,4056.0,27.19
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,KANDUKUR,KANDUKUR,DOMESTIC,1,701,561.0,45947.0,461.53
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,KANDUKUR,KANDUKUR GATE,DOMESTIC,1,705,684.0,72601.0,672.39
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,KANDUKUR,KATIKA PALLY,DOMESTIC,1,120,105.0,8481.0,43.16
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,KANDUKUR,KOLANGUDA,DOMESTIC,1,129,115.0,8900.0,62.94
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,SHADNAGAR RURAL,MADHURAPOOR,DOMESTIC,1,491,366.0,52990.0,146.01
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,SHADNAGAR RURAL,NERELLACHERUVU,DOMESTIC,1,187,130.0,15378.0,52.3
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,SHADNAGAR RURAL,PALGUGUTTA THANDA,DOMESTIC,1,83,,0.0,32.24
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,SHADNAGAR RURAL,PEERLAGUDA,DOMESTIC,1,157,133.0,17288.0,128.72
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,SHADNAGAR RURAL,RAIKAL,DOMESTIC,1,688,530.0,40195.0,251.22
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,SHADNAGAR RURAL,SERIGUDA-F,DOMESTIC,1,118,90.0,8863.0,36.02
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,SHADNAGAR RURAL,SHANKARAIAH GEDDU THANDA,DOMESTIC,1,8,,0.0,1.6
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,SHADNAGAR RURAL,SOLIPUR,DOMESTIC,1,1773,1677.0,191599.0,1843.37
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,SHADNAGAR RURAL,VELIJARLA,DOMESTIC,1,705,631.0,47921.0,265.05
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,SHADNAGAR RURAL,VENKAMMAGUDA THANDA,DOMESTIC,1,128,110.0,6843.0,31.0
RAJENDRA NAGAR,SHADNAGAR,SHADNAGAR,SHADNAGAR RURAL,VITHYAL,DOMESTIC,1,346,263.0,14076.0,109.37
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,ARKAPALLY,DOMESTIC,1,471,370.0,32226.0,117.92
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,ASHIREDDY PALLY,DOMESTIC,1,43,36.0,2040.0,10.04
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,BRAHMANPALLY,DOMESTIC,1,785,,0.0,199.38
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,CHANDRAINPALLY,DOMESTIC,1,235,187.0,15194.0,60.82
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,CHETLAGUTTA THANDA,DOMESTIC,1,31,,0.0,7.44
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,CHINNA MADGUL(LT),DOMESTIC,1,1183,939.0,63060.0,3437.68
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,DILWARKHAN PALLY,DOMESTIC,1,68,,0.0,15.08
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,DODLAPAD,DOMESTIC,1,291,246.0,22763.0,70.0
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,FEROZ NAGAR,DOMESTIC,1,94,77.0,4655.0,22.56
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,GIRIKOTHA PALLY,DOMESTIC,1,207,,0.0,49.64
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,GOPYATHANDA,DOMESTIC,1,20,,0.0,4.8
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,GUDI THANDA,DOMESTIC,1,111,88.0,708.0,27.4
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,IRVIN,DOMESTIC,1,659,,0.0,191.4
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,JAIRAM THANDA.,DOMESTIC,1,136,131.0,5059.0,32.44
RAJENDRA NAGAR,KANDUKUR,AMANGAL,MADGUL,KALAKONDA,DOMESTIC,1,498,407.0,30471.0,117.18
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,AKUTHOTAPALLY,DOMESTIC,1,645,,0.0,166.57
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,AMANGAL(HV),DOMESTIC,1,9,9.0,1025.0,38.0
RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,AMANGAL(LT),DOMESTIC,1,270,164.0,13824.0,108.8
